Sample	Node	XGB	RF	RF_Adenoviridae	RF_Anelloviridae	RF_Arenaviridae	RF_Astroviridae	RF_Bornaviridae	RF_Caliciviridae	RF_Circoviridae	RF_Coronaviridae	RF_Filoviridae	RF_Flaviviridae	RF_Genomoviridae	RF_Hantaviridae	RF_Hepadnaviridae	RF_Hepeviridae	RF_Kolmioviridae	RF_Matonaviridae	RF_Nairoviridae	RF_Orthoherpesviridae	RF_Orthomyxoviridae	RF_Papillomaviridae	RF_Paramyxoviridae	RF_Parvoviridae	RF_Peribunyaviridae	RF_Phenuiviridae	RF_Picornaviridae	RF_Pneumoviridae	RF_Polyomaviridae	RF_Poxviridae	RF_Redondoviridae	RF_Retroviridae	RF_Rhabdoviridae	RF_Sedoreoviridae	RF_Spinareoviridae	RF_Togaviridae	XGB_Adenoviridae	XGB_Anelloviridae	XGB_Arenaviridae	XGB_Astroviridae	XGB_Bornaviridae	XGB_Caliciviridae	XGB_Circoviridae	XGB_Coronaviridae	XGB_Filoviridae	XGB_Flaviviridae	XGB_Genomoviridae	XGB_Hantaviridae	XGB_Hepadnaviridae	XGB_Hepeviridae	XGB_Kolmioviridae	XGB_Matonaviridae	XGB_Nairoviridae	XGB_Orthoherpesviridae	XGB_Orthomyxoviridae	XGB_Papillomaviridae	XGB_Paramyxoviridae	XGB_Parvoviridae	XGB_Peribunyaviridae	XGB_Phenuiviridae	XGB_Picornaviridae	XGB_Pneumoviridae	XGB_Polyomaviridae	XGB_Poxviridae	XGB_Redondoviridae	XGB_Retroviridae	XGB_Rhabdoviridae	XGB_Sedoreoviridae	XGB_Spinareoviridae	XGB_Togaviridae	GC_Content	Length	protein_profiles	stitle	pident	evalue	bitscore
FN13	NODE_3_length_3072_cov_4598.808347	Anelloviridae	Anelloviridae	0.02	0.61	0.0	0.01	0.0	0.03	0.02	0.0	0.0	0.05	0.0	0.0	0.04	0.0	0.01	0.0	0.04	0.0	0.06	0.0	0.0	0.0	0.01	0.01	0.02	0.01	0.0	0.0	0.0	0.04	0.0	0.0	0.02	0.0	33.080.855	8.873.978	24.399.413	288.147	21.472.035	31.151.096	27.689.016	3.127.639	23.509.394	6.459.922	26.511.317	22.195.652	65.424.307	24.576.106	27.503.176	38.956.383	53.254.147	25.163.398	19.754.104	3.346.343	19.370.695	4.716.814	21.321.618	18.947.759	33.617.478	26.171.983	28.801.814	3.221.549	20.098.644	1.621.992	25.481.705	10.383.085	22.683.197	34.766.442	48.7	3072	DUF755, TT_ORF2, TT_ORF2a	MAG TPA_asm: hypothetical protein [Alphatorquevirus sp.]	97.063	0.0	1312.0
FN13	NODE_2_length_3154_cov_51150.890153	Anelloviridae	Anelloviridae	0.01	0.55	0.01	0.01	0.0	0.02	0.01	0.0	0.0	0.02	0.0	0.01	0.04	0.0	0.0	0.0	0.02	0.0	0.08	0.0	0.04	0.04	0.02	0.0	0.03	0.0	0.0	0.0	0.0	0.08	0.0	0.01	0.0	0.0	8.900.834	70.653.754	7.531.029	11.444.287	66.274.703	9.614.973	9.510.426	1.073.838	72.563.128	23.398.345	7.605.609	63.400.753	10.782.189	75.855.586	848.902	9.791.343	8.307.535	7.766.834	34.748.318	10.328.693	5.978.884	9.552.672	6.581.045	46.178.265	10.376.236	8.078.136	8.889.857	9.943.505	620.357	13.879.971	9.670.355	7.126.778	77.427.314	9.327.154	48.16	3154	DUF755	MAG: ORF1 [Torque teno virus]	99.127	0.0	1318.0
FN14	NODE_14_length_3098_cov_63428.127772	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	31.784.268	8.955.347	23.443.091	31.541.537	2.598.498	2.993.013	24.731.304	33.427.165	22.587.944	17.774.835	19.479.836	21.325.704	43.872.646	23.612.846	26.425.188	2.364.969	423.939	2.223.909	13.867.236	3.215.185	17.693.934	40.575.503	2.555.459	25.010.135	3.229.984	2.831.499	31.239.127	30.952.806	33.211.678	51.349.094	24.482.952	14.074.033	27.213.763	25.790.473	40.48	3098	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_13_length_3113_cov_62802.972661	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.0	44.538.247	98.540.884	32.850.026	44.198.136	36.411.913	4.194.012	38.564.307	46.840.403	31.651.757	24.907.303	2.729.645	29.883.007	61.477.313	33.087.915	4.523.099	33.139.545	43.730.397	31.162.915	1.943.171	4.505.332	23.635.864	5.685.711	35.808.823	35.045.875	45.260.723	3.967.688	43.774.376	43.373.162	46.538.425	71.953.813	34.307.168	19.721.487	38.133.745	36.139.338	40.41	3113	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_16_length_3098_cov_63427.452830	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	31.784.268	8.955.347	23.443.091	31.541.537	2.598.498	2.993.013	24.731.304	33.427.165	22.587.944	17.774.835	19.479.836	21.325.704	43.872.646	23.612.846	26.425.188	2.364.969	423.939	2.223.909	13.867.236	3.215.185	17.693.934	40.575.503	2.555.459	25.010.135	3.229.984	2.831.499	31.239.127	30.952.806	33.211.678	51.349.094	24.482.952	14.074.033	27.213.763	25.790.473	40.48	3098	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_15_length_3098_cov_63427.601456	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	31.784.268	8.955.347	23.443.091	31.541.537	2.598.498	2.993.013	24.731.304	33.427.165	22.587.944	17.774.835	19.479.836	21.325.704	43.872.646	23.612.846	26.425.188	2.364.969	423.939	2.223.909	13.867.236	3.215.185	17.693.934	40.575.503	2.555.459	25.010.135	3.229.984	2.831.499	31.239.127	30.952.806	33.211.678	51.349.094	24.482.952	14.074.033	27.213.763	25.790.473	40.48	3098	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_11_length_3113_cov_62803.240448	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.0	44.538.247	98.540.884	32.850.026	44.198.136	36.411.913	4.194.012	38.564.307	46.840.403	31.651.757	24.907.303	2.729.645	29.883.007	61.477.313	33.087.915	4.523.099	33.139.545	43.730.397	31.162.915	1.943.171	4.505.332	23.635.864	5.685.711	35.808.823	35.045.875	45.260.723	3.967.688	43.774.376	43.373.162	46.538.425	71.953.813	34.307.168	19.721.487	38.133.745	36.139.338	40.38	3113	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_38_length_3039_cov_64346.688386	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	77.535.305	70.868.546	57.187.635	76.943.184	63.388.357	73.012.277	60.330.103	8.154.298	55.101.546	4.336.034	47.519.575	60.220.226	10.702.393	5.760.171	64.462.237	57.691.596	10.341.664	5.425.056	291.534	7.843.198	43.163	9.898.085	49.973.833	5.793.714	7.879.301	69.072.233	76.205.465	7.550.701	8.101.735	1.252.622	59.724.296	7.200.351	66.385.902	62.913.895	40.01	3039	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_8_length_3113_cov_62805.011528	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.0	44.538.247	98.540.884	32.850.026	44.198.136	36.411.913	4.194.012	38.564.307	46.840.403	31.651.757	24.907.303	2.729.645	29.883.007	61.477.313	33.087.915	4.523.099	33.139.545	43.730.397	31.162.915	1.943.171	4.505.332	23.635.864	5.685.711	35.808.823	35.045.875	45.260.723	3.967.688	43.774.376	43.373.162	46.538.425	71.953.813	34.307.168	19.721.487	38.133.745	36.139.338	40.35	3113	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_5_length_3161_cov_61982.765564	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.03	0.0	0.01	0.0	0.0	3,43E+01	9.998.896	2,53E+01	3,40E+01	2,80E+01	3,23E+01	4,08E+01	3,61E+01	2,44E+01	1,92E+01	2,10E+01	2,30E+01	3,74E+01	2,55E+00	2,85E+01	2,55E+01	3,37E+01	2,40E+01	1,50E+01	3,47E+01	2,35E+00	4,38E+01	2,21E+01	2,70E+01	3,48E+01	3,05E+01	3,37E+00	3,34E+01	3,58E+01	5,54E+00	2,64E+01	1,37E+02	2,94E+00	2,78E+00	40.9	3161	DUF755, TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_4_length_3161_cov_61983.053178	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.03	0.0	0.01	0.0	0.0	3,43E+01	9.998.896	2,53E+01	3,40E+01	2,80E+01	3,23E+01	4,08E+01	3,61E+01	2,44E+01	1,92E+01	2,10E+01	2,30E+01	3,74E+01	2,55E+00	2,85E+01	2,55E+01	3,37E+01	2,40E+01	1,50E+01	3,47E+01	2,35E+00	4,38E+01	2,21E+01	2,70E+01	3,48E+01	3,05E+01	3,37E+00	3,34E+01	3,58E+01	5,54E+00	2,64E+01	1,37E+02	2,94E+00	2,78E+00	40.9	3161	DUF755, TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_3_length_3165_cov_61917.528821	Anelloviridae	Anelloviridae	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.03	0.0	0.01	0.0	0.0	23.785.431	92.343.855	17.543.397	23.603.786	19.445.594	22.397.907	28.295.547	25.014.877	16.903.457	13.301.616	14.577.536	15.958.872	25.931.008	17.670.431	19.775.021	17.698.004	23.353.994	16.642.393	10.377.404	24.060.507	16.323.894	30.364.264	15.330.433	18.716.078	24.171.255	21.189.235	2.337.748	23.163.215	24.853.619	38.426.567	18.321.567	95.375.525	20.365.142	19.300.039	40.92	3165	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_17_length_3088_cov_63485.802391	Anelloviridae	Anelloviridae	0.0	0.47	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.03	0.02	0.0	0.0	0.0	0.02	0.0	0.04	0.01	0.01	0.01	0.02	0.04	0.05	0.02	0.01	0.0	0.01	0.14	0.0	0.07	0.0	0.0	2.399.551	9.906.961	17.698.343	2.381.225	19.617.332	22.595.741	18.670.871	252.358	17.052.743	13.419.094	16.993.651	16.099.824	33.121.603	1.782.649	24.368.738	17.854.308	23.560.249	1.678.939	10.469.065	24.273.014	13.358.022	30.632.445	15.465.828	18.881.375	24.384.753	2.137.637	23.583.943	23.367.807	34.551.095	3.876.596	18.483.379	9.621.785	16.839.413	19.470.499	40.48	3088	TT_ORF2, TT_ORF2a	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_9_length_3113_cov_62804.164690	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.0	0.0	44.536.425	98.536.855	32.848.684	4.419.633	36.410.426	41.938.407	38.562.733	46.838.488	31.650.462	24.906.284	27.295.336	29.881.785	614.748	33.086.562	45.229.142	37.231.948	4.372.861	3.116.164	19.430.915	45.051.478	23.634.898	56.854.787	3.580.736	35.044.443	45.258.872	39.675.258	43.772.586	4.337.139	46.536.524	71.950.874	34.305.765	1.972.068	38.132.185	3.613.786	40.35	3113	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_36_length_3040_cov_64352.237597	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	77.535.305	70.868.546	57.187.635	76.943.184	63.388.357	73.012.277	60.330.103	8.154.298	55.101.546	4.336.034	47.519.575	60.220.226	10.702.393	5.760.171	64.462.237	57.691.596	10.341.664	5.425.056	291.534	7.843.198	43.163	9.898.085	49.973.833	5.793.714	7.879.301	69.072.233	76.205.465	7.550.701	8.101.735	1.252.622	59.724.296	7.200.351	66.385.902	62.913.895	40.0	3040	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_20_length_3056_cov_64010.350789	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	15.511.496	9.420.189	11.440.798	15.393.038	12.681.298	14.606.632	12.069.473	16.313.262	11.023.461	8.674.548	95.066.335	1.204.749	21.410.906	11.523.637	12.896.135	1.154.162	15.230.138	10.853.215	58.323.477	15.690.883	86.350.704	19.801.834	12.471.257	11.590.743	1.576.311	13.818.397	15.245.454	15.105.722	16.208.106	25.059.606	11.948.276	14.404.822	13.280.978	12.586.379	40.22	3056	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_24_length_3055_cov_64353.176964	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	31.736.053	8.813.726	23.407.526	3.149.369	25.945.564	29.884.728	24.693.788	33.376.457	22.553.678	17.747.872	19.450.287	246.488	4.380.609	23.577.025	26.385.104	23.613.814	311.604	2.220.535	11.932.807	32.103.073	17.667.093	4.051.395	25.515.826	23.714.309	32.250.844	28.272.036	31.191.737	3.090.585	33.161.296	512.712	24.445.814	29.471.835	2.717.248	2.575.135	40.2	3055	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_21_length_3055_cov_64356.180322	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	31.789.022	8.828.436	23.446.595	31.546.257	25.988.868	29.934.607	24.735.003	33.432.164	22.591.322	17.777.494	1.948.275	24.689.941	43.879.203	23.616.375	26.429.142	23.653.228	4.240.024	22.242.412	11.952.724	32.156.655	17.696.581	40.581.576	25.558.413	2.375.389	32.304.672	28.319.224	31.243.796	30.957.435	33.216.644	51.356.773	24.486.615	2.673.319	27.217.832	2.579.433	40.2	3055	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_62_length_2897_cov_67588.826950	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.0	4,06E+01	9.998.154	2,99E+01	4,02E+01	3,32E+01	3,82E+01	3,16E+01	4,27E+01	2,88E+01	2,27E+01	1,90E+02	3,15E+01	6,26E+01	3,01E+01	4,12E+00	3,02E+01	3,89E+00	2,84E+01	1,52E+00	4,10E+00	2,15E+01	5,18E+00	2,61E+01	3,55E+01	4,12E+00	3,61E+01	3,99E+00	3,95E+01	5,84E+00	6,55E+01	3,12E+00	1,91E+02	3,59E+01	3,29E+01	38.9	2897	DUF755, TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_54_length_2973_cov_65935.333564	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.03	0.0	0.0	13.924.296	4.366.052	10.270.129	1.381.796	113.837	13.112.022	10.834.479	14.644.029	98.955	77.869.333	56.500.893	10.814.741	19.220.065	10.344.496	1.157.655	10.360.639	18.572.235	9.742.671	60.750.656	14.085.329	73.894.383	17.775.629	11.195.152	12.176.224	14.150.162	12.404.448	13.685.477	13.560.043	14.549.626	22.495.404	1.072.568	11.399.632	15.030.943	11.298.489	39.35	2973	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_50_length_2996_cov_65398.218568	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.04	0.0	0.0	4,06E+00	99.985.015	2,99E+01	4,02E+00	3,32E+00	3,82E+01	3,16E+01	4,27E+00	2,88E+01	2,27E+01	1,90E+02	3,15E+00	5,60E-01	3,01E+01	4,12E+00	3,02E+01	3,98E-01	2,84E+01	1,51E+01	4,10E+01	2,15E+01	5,18E+00	2,61E+01	3,71E+01	4,12E+01	3,61E+01	3,99E+00	3,95E+00	5,84E+01	6,55E+00	3,12E+01	1,39E+02	6,63E+01	3,29E+01	39.69	2996	DUF755, TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_49_length_2996_cov_65404.289483	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.04	0.0	0.0	4,06E+00	99.985.015	2,99E+01	4,02E+00	3,32E+00	3,82E+01	3,16E+01	4,27E+00	2,88E+01	2,27E+01	1,90E+02	3,15E+00	5,60E-01	3,01E+01	4,12E+00	3,02E+01	3,98E-01	2,84E+01	1,51E+01	4,10E+01	2,15E+01	5,18E+00	2,61E+01	3,71E+01	4,12E+01	3,61E+01	3,99E+00	3,95E+00	5,84E+01	6,55E+00	3,12E+01	1,39E+02	6,63E+01	3,29E+01	39.69	2996	DUF755, TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_48_length_2997_cov_65375.769521	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.04	0.0	0.0	25.291.736	90.658.665	186.544	2.509.859	20.677.052	23.816.342	1.967.946	26.599.027	17.973.925	14.143.987	118.588.945	19.643.619	34.910.818	18.789.469	25.685.122	18.818.789	24.832.976	17.696.337	939.736	2.558.423	1.342.198	32.287.198	16.301.285	23.160.125	25.701.993	22.531.112	24.857.947	24.630.113	3.641.753	40.860.074	1.948.185	86.746.765	413.313	20.522.287	39.71	2997	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_35_length_3044_cov_64580.942703	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	66.982.596	75.420.815	49.404.283	66.471.095	547.611	6.307.519	52.119.084	7.044.486	4.760.214	3.745.891	4.105.207	5.202.416	924.578	49.762.027	5.568.883	49.839.676	8.934.143	46.866.974	25.185.565	6.775.724	37.288.435	8.550.936	43.172.296	50.051.804	68.069.156	59.671.397	6.583.379	6.523.039	69.990.736	10.821.382	51.595.727	56.329.466	57.350.653	54.351.194	40.08	3044	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_43_length_3002_cov_65522.325812	Anelloviridae	Anelloviridae	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	0.0	0.0	14.485.718	4.542.089	10.684.216	14.375.094	11.842.686	13.640.692	1.127.132	15.234.469	10.294.482	8.100.899	8.877.958	11.250.787	1.999.501	10.761.581	12.043.311	10.778.375	1.932.106	1.013.549	5.777.571	14.653.243	8.064.032	18.492.334	9.336.481	12.029.107	1.472.069	12.904.591	14.237.269	141.067.775	15.136.261	23.402.408	11.158.134	13.452.229	12.402.704	11.754.039	39.77	3002	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_39_length_3012_cov_65177.503578	Anelloviridae	Anelloviridae	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	6.655.456	7.493.886	4.908.858	6.604.633	5.441.116	62.672.123	5.178.603	699.947	47.297.953	37.219.538	40.789.736	51.691.714	9.186.697	49.444.037	5.533.296	4.952.119	8.877.052	46.567.484	25.024.624	6.732.425	37.050.152	8.496.294	42.896.415	5.526.767	67.634.177	5.929.008	65.413.094	6.481.355	69.543.477	10.752.231	51.266.016	6.180.621	5.698.417	54.003.876	39.94	3012	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_33_length_3048_cov_64493.839448	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	66.520.777	7.490.082	4.906.366	660.128	54.383.543	6.264.031	5.175.974	6.995.917	47.273.943	37.200.644	4.076.903	51.665.474	9.182.034	49.418.937	55.304.873	4.949.605	8.872.545	46.543.847	2.501.192	67.290.077	37.031.346	8.491.981	5.348.279	49.706.716	67.599.844	59.259.986	65.379.892	6.478.065	69.508.175	10.746.772	51.239.994	61.774.835	5.695.524	5.397.646	40.09	3048	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_31_length_3048_cov_64504.416022	Anelloviridae	Anelloviridae	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	6.667.688	75.076.586	49.178.796	6.616.771	54.511.162	62.787.305	51.881.205	70.123.337	4.738.488	37.287.942	408.647	51.786.713	9.203.581	49.534.906	55.434.657	496.122	6.546.747	4.665.307	25.070.615	67.447.983	37.118.245	8.511.908	53.608.296	49.823.364	6.775.848	59.399.046	65.533.314	6.493.267	69.671.287	10.771.992	51.360.237	619.198	57.088.896	54.103.127	40.06	3048	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_25_length_3055_cov_64353.143385	Anelloviridae	Anelloviridae	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	31.736.053	8.813.726	23.407.526	3.149.369	25.945.564	29.884.728	24.693.788	33.376.457	22.553.678	17.747.872	19.450.287	246.488	4.380.609	23.577.025	26.385.104	23.613.814	311.604	2.220.535	11.932.807	32.103.073	17.667.093	4.051.395	25.515.826	23.714.309	32.250.844	28.272.036	31.191.737	3.090.585	33.161.296	512.712	24.445.814	29.471.835	2.717.248	2.575.135	40.2	3055	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
FN14	NODE_44_length_3002_cov_65400.547350	Anelloviridae	Anelloviridae	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.02	0.0	0.0	14.485.718	4.542.089	10.684.216	14.375.094	11.842.686	13.640.692	1.127.132	15.234.469	10.294.482	8.100.899	8.877.958	11.250.787	1.999.501	10.761.581	12.043.311	10.778.375	1.932.106	1.013.549	5.777.571	14.653.243	8.064.032	18.492.334	9.336.481	12.029.107	1.472.069	12.904.591	14.237.269	141.067.775	15.136.261	23.402.408	11.158.134	13.452.229	12.402.704	11.754.039	39.74	3002	TT_ORF1	MAG: ORF1 [Torque teno midi virus]	100.0	0.0	623.0
